Scientific_Name,Genus,Species,Infraspecific
Buxus sempervirens,Buxus,sempervirens,
Cabomba caroliniana,Cabomba,caroliniana,
Cakile edentula,Cakile,edentula,
Cakile edentula,Cakile,edentula,var. ?
Cakile edentula var. edentula,Cakile,edentula,var. edentula
Cakile edentula var. lacustris,Cakile,edentula,var. lacustris
Cakile maritima,Cakile,maritima,ssp. ?
Cakile maritima ssp. maritima,Cakile,maritima,ssp. maritima
Calamagrostis breviligulata,Calamagrostis,breviligulata,
Calamagrostis canadensis,Calamagrostis,canadensis,
Calamagrostis canadensis,Calamagrostis,canadensis,var. ?
Calamagrostis canadensis var. canadensis,Calamagrostis,canadensis,var. canadensis
Calamagrostis canadensis var. langsdorffii,Calamagrostis,canadensis,var. langsdorffii
Calamagrostis epigeios,Calamagrostis,epigeios,
Calamagrostis macrolepis,Calamagrostis,macrolepis,
Calamagrostis perplexa,Calamagrostis,perplexa,
Calamagrostis pickeringii,Calamagrostis,pickeringii,
Calamagrostis porteri,Calamagrostis,porteri,ssp. ?
Calamagrostis porteri ssp. porteri,Calamagrostis,porteri,ssp. porteri
Calamagrostis stricta,Calamagrostis,stricta,
Calamagrostis stricta,Calamagrostis,stricta,ssp. ?
Calamagrostis stricta ssp. inexpansa,Calamagrostis,stricta,ssp. inexpansa
Calamagrostis stricta ssp. stricta,Calamagrostis,stricta,ssp. stricta
Calendula officinalis,Calendula,officinalis,
Calibrachoa parviflora,Calibrachoa,parviflora,
Calla palustris,Calla,palustris,
Callicarpa dichotoma,Callicarpa,dichotoma,
Callicarpa japonica,Callicarpa,japonica,
Callistephus chinensis,Callistephus,chinensis,
Callitriche hermaphroditica,Callitriche,hermaphroditica,
Callitriche heterophylla,Callitriche,heterophylla,ssp. ?
Callitriche heterophylla ssp. heterophylla,Callitriche,heterophylla,ssp. heterophylla
Callitriche palustris,Callitriche,palustris,
Callitriche stagnalis,Callitriche,stagnalis,
Callitriche terrestris,Callitriche,terrestris,
Calluna vulgaris,Calluna,vulgaris,
Calopogon tuberosus,Calopogon,tuberosus,var. ?
Calopogon tuberosus var. tuberosus,Calopogon,tuberosus,var. tuberosus
Caltha palustris,Caltha,palustris,
Calycanthus floridus,Calycanthus,floridus,
Calypso bulbosa,Calypso,bulbosa,var. ?
Calypso bulbosa var. americana,Calypso,bulbosa,var. americana
Calystegia hederacea,Calystegia,hederacea,
Calystegia pubescens,Calystegia,pubescens,
Calystegia sepium,Calystegia,sepium,
Calystegia silvatica,Calystegia,silvatica,ssp. ?
Calystegia silvatica ssp. fraterniflora,Calystegia,silvatica,ssp. fraterniflora
Calystegia spithamaea,Calystegia,spithamaea,ssp. ?
Calystegia spithamaea ssp. spithamaea,Calystegia,spithamaea,ssp. spithamaea
Camelina microcarpa,Camelina,microcarpa,
Camelina sativa,Camelina,sativa,
Campanula glomerata,Campanula,glomerata,
Campanula medium,Campanula,medium,
Campanula persicifolia,Campanula,persicifolia,
Campanula rapunculoides,Campanula,rapunculoides,
Campanula rotundifolia,Campanula,rotundifolia,
Campanula trachelium,Campanula,trachelium,
Campanulastrum americanum,Campanulastrum,americanum,
Campsis radicans,Campsis,radicans,
Canna indica × C. glauca = C. ×generalis,Canna,indica × C. glauca = C. ×generalis,
Cannabis sativa,Cannabis,sativa,
Capnoides sempervirens,Capnoides,sempervirens,
Capsella bursa-pastoris,Capsella,bursa-pastoris,
Capsicum annuum,Capsicum,annuum,
Caragana arborescens,Caragana,arborescens,
Cardamine bulbosa,Cardamine,bulbosa,
Cardamine concatenata,Cardamine,concatenata,
Cardamine diphylla,Cardamine,diphylla,
Cardamine douglassii,Cardamine,douglassii,
Cardamine hirsuta,Cardamine,hirsuta,
Cardamine impatiens,Cardamine,impatiens,
Cardamine maxima,Cardamine,maxima,
Cardamine occulta,Cardamine,occulta,
Cardamine parviflora,Cardamine,parviflora,
Cardamine pensylvanica,Cardamine,pensylvanica,
Cardamine pratensis,Cardamine,pratensis,
Cardamine rotundifolia,Cardamine,rotundifolia,
Cardiospermum halicacabum,Cardiospermum,halicacabum,
Carduus acanthoides,Carduus,acanthoides,ssp. ?
Carduus acanthoides ssp. acanthoides,Carduus,acanthoides,ssp. acanthoides
Carduus crispus,Carduus,crispus,
Carduus nutans,Carduus,nutans,
Carduus pycnocephalus,Carduus,pycnocephalus,ssp. ?
Carduus pycnocephalus ssp. pycnocephalus,Carduus,pycnocephalus,ssp. pycnocephalus
Carex abscondita,Carex,abscondita,
Carex acutiformis,Carex,acutiformis,
Carex adusta,Carex,adusta,
Carex aestivalis,Carex,aestivalis,
Carex aestivalis × C. gracillima = C. ×aestivaliformis,Carex,aestivalis × C. gracillima = C. ×aestivaliformis,
Carex aggregata,Carex,aggregata,
Carex alata,Carex,alata,
Carex albicans,Carex,albicans,
Carex albicans × C. umbellata,Carex,albicans × C. umbellata,
Carex albolutescens,Carex,albolutescens,
Carex albursina,Carex,albursina,
Carex alopecoidea,Carex,alopecoidea,
Carex amphibola,Carex,amphibola,
Carex annectens,Carex,annectens,
Carex appalachica,Carex,appalachica,
Carex aquatilis,Carex,aquatilis,
Carex arcta,Carex,arcta,
Carex arcta × C. brunnescens,Carex,arcta × C. brunnescens,
Carex arctata,Carex,arctata,
Carex arctata × C. castanea = C. ×knieskernii,Carex,arctata × C. castanea = C. ×knieskernii,
Carex argyrantha,Carex,argyrantha,
Carex atherodes,Carex,atherodes,
Carex atlantica,Carex,atlantica,
Carex atlantica,Carex,atlantica,ssp. ?
Carex atlantica ssp. atlantica,Carex,atlantica,ssp. atlantica
Carex atlantica ssp. capillacea,Carex,atlantica,ssp. capillacea
Carex atratiformis,Carex,atratiformis,
Carex aurea,Carex,aurea,
Carex backii,Carex,backii,
Carex baileyi,Carex,baileyi,
Carex barrattii,Carex,barrattii,
Carex bebbii,Carex,bebbii,
Carex bicknellii,Carex,bicknellii,
Carex bigelowii,Carex,bigelowii,ssp. ?
Carex bigelowii ssp. bigelowii,Carex,bigelowii,ssp. bigelowii
Carex billingsii,Carex,billingsii,
Carex blanda,Carex,blanda,
Carex brevior,Carex,brevior,
Carex bromoides,Carex,bromoides,ssp. ?
Carex bromoides ssp. bromoides,Carex,bromoides,ssp. bromoides
Carex brunnescens,Carex,brunnescens,
Carex bullata,Carex,bullata,
Carex bushii,Carex,bushii,
Carex buxbaumii,Carex,buxbaumii,
Carex canescens,Carex,canescens,
Carex canescens,Carex,canescens,ssp. ?
Carex canescens ssp. canescens,Carex,canescens,ssp. canescens
Carex canescens ssp. disjuncta,Carex,canescens,ssp. disjuncta
Carex capillaris,Carex,capillaris,
Carex careyana,Carex,careyana,
Carex caroliniana,Carex,caroliniana,
Carex caryophyllea,Carex,caryophyllea,
Carex castanea,Carex,castanea,
Carex cephaloidea,Carex,cephaloidea,
Carex cephalophora,Carex,cephalophora,
Carex chordorrhiza,Carex,chordorrhiza,
Carex collinsii,Carex,collinsii,
Carex communis,Carex,communis,var. ?
Carex communis var. communis,Carex,communis,var. communis
Carex comosa,Carex,comosa,
Carex comosa × C. hystericina,Carex,comosa × C. hystericina,
Carex conjuncta,Carex,conjuncta,
Carex conoidea,Carex,conoidea,
Carex crawei,Carex,crawei,
Carex crawfordii,Carex,crawfordii,
Carex crinita,Carex,crinita,
Carex crinita,Carex,crinita,var. ?
Carex crinita var. brevicrinis,Carex,crinita,var. brevicrinis
Carex crinita var. crinita,Carex,crinita,var. crinita
Carex cristatella,Carex,cristatella,
Carex cryptolepis,Carex,cryptolepis,
Carex cryptolepis × C. flava,Carex,cryptolepis × C. flava,
Carex cryptolepis × C. oederi,Carex,cryptolepis × C. oederi,
Carex cumulata,Carex,cumulata,
Carex davisii,Carex,davisii,
Carex debilis,Carex,debilis,
Carex debilis,Carex,debilis,var. ?
Carex debilis var. debilis,Carex,debilis,var. debilis
Carex debilis var. rudgei,Carex,debilis,var. rudgei
Carex decomposita,Carex,decomposita,
Carex deflexa,Carex,deflexa,var. ?
Carex deflexa var. deflexa,Carex,deflexa,var. deflexa
Carex deweyana,Carex,deweyana,var. ?
Carex deweyana var. deweyana,Carex,deweyana,var. deweyana
Carex diandra,Carex,diandra,
Carex digitalis,Carex,digitalis,var. ?
Carex digitalis var. digitalis,Carex,digitalis,var. digitalis
Carex digitalis × C. laxiculmis var. laxiculmis,Carex,digitalis × C. laxiculmis var. laxiculmis,var. ?
Carex digitalis × C. laxiculmis var. laxiculmis,Carex,digitalis × C. laxiculmis var. laxiculmis,var. laxiculmis
Carex disperma,Carex,disperma,
Carex eburnea,Carex,eburnea,
Carex echinata,Carex,echinata,ssp. ?
Carex echinata ssp. echinata,Carex,echinata,ssp. echinata
Carex echinodes,Carex,echinodes,
Carex emmonsii,Carex,emmonsii,
Carex emoryi,Carex,emoryi,
Carex exilis,Carex,exilis,
Carex extensa,Carex,extensa,
Carex festucacea,Carex,festucacea,
Carex flacca,Carex,flacca,
Carex flava,Carex,flava,
Carex flava × C. oederi = C. ×subviridula,Carex,flava × C. oederi = C. ×subviridula,
Carex foenea,Carex,foenea,
Carex folliculata,Carex,folliculata,
Carex formosa,Carex,formosa,
Carex frankii,Carex,frankii,
Carex garberi,Carex,garberi,
Carex glaucodea,Carex,glaucodea,
Carex gracilescens,Carex,gracilescens,
Carex gracillima,Carex,gracillima,
Carex gracillima × C. hirsutella,Carex,gracillima × C. hirsutella,
Carex gracillima × C. hirtifolia = C. ×sullivantii,Carex,gracillima × C. hirtifolia = C. ×sullivantii,
Carex gracillima × C. swanii,Carex,gracillima × C. swanii,
Carex granularis,Carex,granularis,
Carex grayi,Carex,grayi,
Carex grisea,Carex,grisea,
Carex gynandra,Carex,gynandra,
Carex gynocrates,Carex,gynocrates,
Carex haydenii,Carex,haydenii,
Carex hirsutella,Carex,hirsutella,
Carex hirta,Carex,hirta,
Carex hirtifolia,Carex,hirtifolia,
Carex hitchcockiana,Carex,hitchcockiana,
Carex hormathodes,Carex,hormathodes,
Carex houghtoniana,Carex,houghtoniana,
Carex hystericina,Carex,hystericina,
Carex hystericina × C. pseudocyperus,Carex,hystericina × C. pseudocyperus,
Carex hystericina × C. schweinitzii,Carex,hystericina × C. schweinitzii,
Carex interior,Carex,interior,
Carex intumescens,Carex,intumescens,
Carex jamesii,Carex,jamesii,
Carex kobomugi,Carex,kobomugi,
Carex lacustris,Carex,lacustris,
Carex lacustris × C. trichocarpa,Carex,lacustris × C. trichocarpa,
Carex laevivaginata,Carex,laevivaginata,
Carex lasiocarpa,Carex,lasiocarpa,ssp. ?
Carex lasiocarpa ssp. americana,Carex,lasiocarpa,ssp. americana
Carex laxiculmis,Carex,laxiculmis,
Carex laxiculmis,Carex,laxiculmis,var. ?
Carex laxiculmis var. copulata,Carex,laxiculmis,var. copulata
Carex laxiculmis var. laxiculmis,Carex,laxiculmis,var. laxiculmis
Carex laxiflora,Carex,laxiflora,
Carex laxiflora × C. leptonervia,Carex,laxiflora × C. leptonervia,
Carex leavenworthii,Carex,leavenworthii,
Carex lenticularis,Carex,lenticularis,
Carex leptalea,Carex,leptalea,
Carex leptonervia,Carex,leptonervia,
Carex limosa,Carex,limosa,
Carex livida,Carex,livida,
Carex longii,Carex,longii,
Carex lucorum,Carex,lucorum,
Carex lupuliformis,Carex,lupuliformis,
Carex lupulina,Carex,lupulina,
Carex lupulina × C. lurida,Carex,lupulina × C. lurida,
Carex lupulina × C. retrorsa,Carex,lupulina × C. retrorsa,
Carex lurida,Carex,lurida,
Carex magellanica,Carex,magellanica,ssp. ?
Carex magellanica ssp. irrigua,Carex,magellanica,ssp. irrigua
Carex meadii,Carex,meadii,
Carex merritt-fernaldii,Carex,merritt-fernaldii,
Carex mesochorea,Carex,mesochorea,
Carex michauxiana,Carex,michauxiana,
Carex mitchelliana,Carex,mitchelliana,
Carex molesta,Carex,molesta,
Carex muehlenbergii,Carex,muehlenbergii,
Carex muehlenbergii,Carex,muehlenbergii,var. ?
Carex muehlenbergii var. enervis,Carex,muehlenbergii,var. enervis
Carex muehlenbergii var. muehlenbergii,Carex,muehlenbergii,var. muehlenbergii
Carex muskingumensis,Carex,muskingumensis,
Carex nigra,Carex,nigra,
Carex nigromarginata,Carex,nigromarginata,
Carex normalis,Carex,normalis,
Carex novae-angliae,Carex,novae-angliae,
Carex oederi,Carex,oederi,ssp. ?
Carex oederi ssp. oederi,Carex,oederi,ssp. oederi
Carex oligocarpa,Carex,oligocarpa,
Carex oligosperma,Carex,oligosperma,
Carex ormostachya,Carex,ormostachya,
Carex pallescens,Carex,pallescens,
Carex panicea,Carex,panicea,
Carex pauciflora,Carex,pauciflora,
Carex peckii,Carex,peckii,
Carex pedunculata,Carex,pedunculata,ssp. ?
Carex pedunculata ssp. pedunculata,Carex,pedunculata,ssp. pedunculata
Carex pellita,Carex,pellita,
Carex pensylvanica,Carex,pensylvanica,
Carex pensylvanica × C. umbellata,Carex,pensylvanica × C. umbellata,
Carex plantaginea,Carex,plantaginea,
Carex platyphylla,Carex,platyphylla,
Carex polymorpha,Carex,polymorpha,
Carex praegracilis,Carex,praegracilis,
Carex prairea,Carex,prairea,
Carex prasina,Carex,prasina,
Carex projecta,Carex,projecta,
Carex pseudocyperus,Carex,pseudocyperus,
Carex radiata,Carex,radiata,
Carex retroflexa,Carex,retroflexa,
Carex retrorsa,Carex,retrorsa,
Carex reznicekii,Carex,reznicekii,
Carex richardsonii,Carex,richardsonii,
Carex rosea,Carex,rosea,
Carex rugosperma,Carex,rugosperma,
Carex sartwellii,Carex,sartwellii,
Carex scabrata,Carex,scabrata,
Carex schweinitzii,Carex,schweinitzii,
Carex scirpoidea,Carex,scirpoidea,ssp. ?
Carex scirpoidea ssp. scirpoidea,Carex,scirpoidea,ssp. scirpoidea
Carex scoparia,Carex,scoparia,
Carex secalina,Carex,secalina,
Carex seorsa,Carex,seorsa,
Carex shortiana,Carex,shortiana,
Carex siccata,Carex,siccata,
Carex silicea,Carex,silicea,
Carex sparganioides,Carex,sparganioides,
Carex spicata,Carex,spicata,
Carex sprengelii,Carex,sprengelii,
Carex squarrosa,Carex,squarrosa,
Carex sterilis,Carex,sterilis,
Carex stipata,Carex,stipata,var. ?
Carex stipata var. stipata,Carex,stipata,var. stipata
Carex straminea,Carex,straminea,
Carex striata,Carex,striata,
Carex striatula,Carex,striatula,
Carex stricta,Carex,stricta,
Carex styloflexa,Carex,styloflexa,
Carex swanii,Carex,swanii,
Carex sychnocephala,Carex,sychnocephala,
Carex sylvatica,Carex,sylvatica,
Carex tenera,Carex,tenera,
Carex tenuiflora,Carex,tenuiflora,
Carex tenuiflora × C. trisperma = C. ×trichina,Carex,tenuiflora × C. trisperma = C. ×trichina,
Carex tetanica,Carex,tetanica,
Carex texensis,Carex,texensis,
Carex tincta,Carex,tincta,
Carex tonsa,Carex,tonsa,
Carex torta,Carex,torta,
Carex tribuloides,Carex,tribuloides,var. ?
Carex tribuloides var. tribuloides,Carex,tribuloides,var. tribuloides
Carex trichocarpa,Carex,trichocarpa,
Carex trisperma,Carex,trisperma,
Carex tuckermanii,Carex,tuckermanii,
Carex typhina,Carex,typhina,
Carex umbellata,Carex,umbellata,
Carex utriculata,Carex,utriculata,
Carex vaginata,Carex,vaginata,
Carex venusta,Carex,venusta,
Carex vesicaria,Carex,vesicaria,
Carex vestita,Carex,vestita,
Carex virescens,Carex,virescens,
Carex vulpinoidea,Carex,vulpinoidea,
Carex wiegandii,Carex,wiegandii,
Carex willdenowii,Carex,willdenowii,
Carex woodii,Carex,woodii,
Carlina vulgaris,Carlina,vulgaris,ssp. ?
Carlina vulgaris ssp. vulgaris,Carlina,vulgaris,ssp. vulgaris
Carpinus betulus,Carpinus,betulus,
Carpinus caroliniana,Carpinus,caroliniana,ssp. ?
Carpinus caroliniana ssp. virginiana,Carpinus,caroliniana,ssp. virginiana
Carthamus tinctorius,Carthamus,tinctorius,
Carum carvi,Carum,carvi,
Carya cordiformis,Carya,cordiformis,
Carya cordiformis × C. ovata = C. ×laneyi,Carya,cordiformis × C. ovata = C. ×laneyi,
Carya glabra,Carya,glabra,
Carya laciniosa,Carya,laciniosa,
Carya laciniosa × C. ovata = C. ×dunbarii,Carya,laciniosa × C. ovata = C. ×dunbarii,
Carya ovata,Carya,ovata,var. ?
Carya ovata var. ovata,Carya,ovata,var. ovata
Carya tomentosa,Carya,tomentosa,
Castanea crenata,Castanea,crenata,
Castanea dentata,Castanea,dentata,
Castanea pumila,Castanea,pumila,
Castanea sativa,Castanea,sativa,
Castilleja coccinea,Castilleja,coccinea,
Catalpa bignonioides,Catalpa,bignonioides,
Catalpa ovata,Catalpa,ovata,
Catalpa speciosa,Catalpa,speciosa,
Catapodium rigidum,Catapodium,rigidum,ssp. ?
Catapodium rigidum ssp. rigidum,Catapodium,rigidum,ssp. rigidum
Caulophyllum giganteum,Caulophyllum,giganteum,
Caulophyllum thalictroides,Caulophyllum,thalictroides,
Ceanothus americanus,Ceanothus,americanus,
Ceanothus herbaceus,Ceanothus,herbaceus,
Celastrus orbiculatus,Celastrus,orbiculatus,
Celastrus scandens,Celastrus,scandens,
Celosia argentea,Celosia,argentea,
Celosia cristata,Celosia,cristata,
Celtis occidentalis,Celtis,occidentalis,
Celtis pumila,Celtis,pumila,
Cenchrus biflorus,Cenchrus,biflorus,
Cenchrus longispinus,Cenchrus,longispinus,
Cenchrus purpurascens,Cenchrus,purpurascens,
Cenchrus spinifex,Cenchrus,spinifex,
Cenchrus tribuloides,Cenchrus,tribuloides,
Centaurea aspera,Centaurea,aspera,
Centaurea benedicta,Centaurea,benedicta,
Centaurea calcitrapa,Centaurea,calcitrapa,
Centaurea cineraria,Centaurea,cineraria,
Centaurea cyanus,Centaurea,cyanus,
Centaurea diluta,Centaurea,diluta,
Centaurea jacea,Centaurea,jacea,
Centaurea jacea × C. nigra = C. ×moncktonii,Centaurea,jacea × C. nigra = C. ×moncktonii,
Centaurea montana,Centaurea,montana,
Centaurea nigra,Centaurea,nigra,
Centaurea nigrescens,Centaurea,nigrescens,
Centaurea phrygia,Centaurea,phrygia,
Centaurea scabiosa,Centaurea,scabiosa,
Centaurea solstitialis,Centaurea,solstitialis,
Centaurea stoebe,Centaurea,stoebe,ssp. ?
Centaurea stoebe ssp. micranthos,Centaurea,stoebe,ssp. micranthos
Centaurium erythraea,Centaurium,erythraea,
Centaurium pulchellum,Centaurium,pulchellum,
Centromadia pungens,Centromadia,pungens,ssp. ?
Centromadia pungens ssp. pungens,Centromadia,pungens,ssp. pungens
Cephalanthus occidentalis,Cephalanthus,occidentalis,
Cephalaria gigantea,Cephalaria,gigantea,
Cephalotaxus harringtonia,Cephalotaxus,harringtonia,
Cerastium arvense,Cerastium,arvense,
Cerastium fontanum,Cerastium,fontanum,ssp. ?
Cerastium fontanum ssp. vulgare,Cerastium,fontanum,ssp. vulgare
Cerastium glomeratum,Cerastium,glomeratum,
Cerastium nutans,Cerastium,nutans,var. ?
Cerastium nutans var. nutans,Cerastium,nutans,var. nutans
Cerastium pumilum,Cerastium,pumilum,
Cerastium semidecandrum,Cerastium,semidecandrum,
Cerastium strictum,Cerastium,strictum,
Cerastium tomentosum,Cerastium,tomentosum,
Cerastium velutinum,Cerastium,velutinum,var. ?
Cerastium velutinum var. velutinum,Cerastium,velutinum,var. velutinum
Ceratocephala testiculata,Ceratocephala,testiculata,
Ceratophyllum demersum,Ceratophyllum,demersum,
Ceratophyllum echinatum,Ceratophyllum,echinatum,
Cercidiphyllum japonicum,Cercidiphyllum,japonicum,
Cercis canadensis,Cercis,canadensis,var. ?
Cercis canadensis var. canadensis,Cercis,canadensis,var. canadensis
Chaenactis stevioides,Chaenactis,stevioides,
Chaenomeles japonica,Chaenomeles,japonica,
Chaenomeles speciosa,Chaenomeles,speciosa,
Chaenorhinum minus,Chaenorhinum,minus,ssp. ?
Chaenorhinum minus ssp. minus,Chaenorhinum,minus,ssp. minus
Chaerophyllum procumbens,Chaerophyllum,procumbens,var. ?
Chaerophyllum procumbens var. procumbens,Chaerophyllum,procumbens,var. procumbens
Chaiturus marrubiastrum,Chaiturus,marrubiastrum,
Chamaecrista fasciculata,Chamaecrista,fasciculata,var. ?
Chamaecrista fasciculata var. fasciculata,Chamaecrista,fasciculata,var. fasciculata
Chamaecrista nictitans,Chamaecrista,nictitans,var. ?
Chamaecrista nictitans var. nictitans,Chamaecrista,nictitans,var. nictitans
Chamaecyparis pisifera,Chamaecyparis,pisifera,
Chamaecyparis thyoides,Chamaecyparis,thyoides,
Chamaedaphne calyculata,Chamaedaphne,calyculata,
Chamaelirium luteum,Chamaelirium,luteum,
Chamaenerion angustifolium,Chamaenerion,angustifolium,ssp. ?
Chamaenerion angustifolium ssp. circumvagum,Chamaenerion,angustifolium,ssp. circumvagum
